sentence,label
목숨걸고 탈출 할 깡은 있어도 목숨걸고 나라를 지킬 깡은 없어 보이는 이프간난민들이네,L1_hate
개소리도 가지가지 하네 대북상대는 국정원과청와대 안보실에서 해왔고 통일부가 하는 북한주민들이 전혀 혜택못받는 대북지원사업 같이 쓰잘때기없는일 하는 부처는 폐지해야지,L1_hate
방가의 원숭이 사랑은 기네스북감이다. 하루 이만 명 확진자 나오는 원숭이 나라와 비교하는 게 맨정신에 할 일이니? ㅋㅋ,L1_hate
이래서 투표 잘하라고 어르신들이 말씀하시는거야~~ 이 모지리들아~~ 소대가리 뽑아 놓은 당신들 손목을 원망해라~~ 누굴 탓하랴~~,L1_hate
이럴줄 알았지. 미국이 손떼는 순간 중국 공산당의 손길이 뻗는다는 것. 이런 중국 북한에 아부하는 #@이름#의 좌클릭은 선을 지키라. 자유민주주의를 개차판 취급하는 문정부는 사상을 밝히라,L1_hate
빨갱이 공산국가 미개한 중궈~ 새삼 놀랍지도 않아요 ㅋㅋ,L1_hate
바보같은 .. #@이름#장군에 대해 포인트를 못 잡네. 반일이 아니라 충신..!! 모지리들~ 그걸 니들이 그럴게 해석 하는거지 . 찌질이들~~,L1_hate
맨날 국민의힘 친일프레임 씌우더니여당 너희들은 안가냐?,L1_hate
??? : 훠훠훠 민노충 집회 끝났으니 이제부터 봐주는거 없슙니돠 훠훠훠,L1_hate
백신 없는게 꼼꼼 하다고..참나 실드도 적당하게 쳐라. 정부가 백신 구할 능력도 없고 예측도 못한게 아니냐..,L1_hate
결국 편가르고 정치 선동하는 명문학교 졸업한 어린이..,L1_hate
민주당 내부에서 노력도 없이 공짜로 뭐 쳐먹으려는 도적넘들 하나둘 커밍 아웃하고있네 ㅋㅋ 다 보인다 이것들아. 썩은 부위는 도려내야지~~ 그래도 국똥당처럼 똥은 되지말자,L1_hate
우리나라에서 제일 꼴보기싫은여자 #@이름#의 시다바리,L1_hate
이사람 혹시 #@이름#이 보낸 x맨? 제*의 #@이름#의 추미앤데..ㅋㅋ,L1_hate
공산국가로 가는건가? 다음 정권에 참교육 심판이 절실하다!,L1_hate
다시는 이나라에 80년대 데모꾼들 정치인 시켜서는 안돼 #@이름# #@이름# #@이름# #@이름# #@이름#같은것들 #@이름# 같은것들 #@이름# 부터 좌파들은 나라말아먹을려고 작정한 것들,L1_hate
조선 중앙 동아일보 들어가 댓글 봐라 완전 골동 보수 기득권 노친네들 댓글 수준 과관이다 한국방역 엄청 때린다 일본 미국 프랑스 영국 가저 1년 살다와라 하루2천 보다 수만명이 더 좋아 보이나 보다,L1_hate
민노총 핵심 간부 전라도..이 글의 주인공 역시 전라도 나라가 망한다면 거기엔 꼭 전라도가 있음,L1_hate
저런것들을 공무원이라고 피같은 국민세금으로 월급준다는게 아깝다,L1_hate
경찰들 보너스 날이 언제지?,L1_hate
판사넘들아 살인자는 사형 선고해야지 뭐 15년 패륜은즉시처형하는법을 만들자 저런넘이 또 사람죽인다,L1_hate
나라다운 나라꼴이 이런것이었나? 니들눈에는 광주만있고 목숨바쳐 이나라를 지킨이들은. 보이지않는가?,L1_hate
스스로 싸워 지키고자 하는 의요콰 투지가 없는 나라는 바로 이꼴 난다. 한국이 바로 이꼴,L1_hate
벨기에탈을쓴. 중국년,L1_hate
"정치, 검찰, 언론에 있는 것들이 대한민국 남자 얼굴에 똥칠하고 다니는 와중에 펜싱 국가대표들이 그나마 대한민국 남자들 기를 세워 주는구나 ~",L1_hate
진짜 중국은 사회의 악이다,L1_hate
"역시 코로나가 위험하니 중대본에서 발표한 가장 안전하다는 민노총 집회로 몰리는군요. 화이자 부스터샷 백신보다 효과가 대단하다고 합니다. 8000명 중 3명 감염에, 주변에 전파도 안되고, 심지어 저기서 걸린거 아니라 다른데서 걸린걸 뭐라 한다는 대깨문의 주장에 의거하면, 그야말로 코로나 안전 청청 지역입니다. 다.. 중도와 보수들이 저기 참여 안해서 코로나 걸려서 1800명 된거라네요..?",L1_hate
문주당이 잘하는거라곤 규제해서 서민들 세금 때리는거 하고 부동산 투기 권력남용! 통계조작 구라선동 !,L1_hate
우리나라도 슬슬 가짜뉴스법이라며 좌파 중심으로 언론 통제 하려 하고 있죠 결국 지들 비리 파헤치면 전부 가짜뉴스로 몰아서 죄다 잡아 쳐넣을 속셈입니다. 이런 와중에 좌파 방송 언론사는 #@이름#때 처럼 파업을 하거나 비난을 하거나 하는 움직임이 전혀 없죠? 그냥 이나라 언론이 조중동 YTN 외엔 자정 작용을 잃은 그냥 간첩이라고 해도 무방할 극좌 친중친북친중 언론 방송 사인것을 셀프 인증하는 일이라고 해도 무방 한 그런 상황입니다.,L1_hate
일본입장은? \헐 저게 범죄야? 스승이 맨투맨 성교육 시켜준거잖아 오히려 고마워해야지? 우리가 이상한거야 세계가 이상한거야? 우리는 신고건수 0인데 \,L1_hate
#@이름#보다 더 악질 대통령과 처 자식 모두다 잡아서 탈레반이 공개처형해야한다,L1_hate
중화인민민주의와 자유민주주의 차이를 말을해? 탈북민이 난민이 되고 아니면 북으로 돌려보내는 차이라면 얼마나 공산당인 중화인민민주의? 형태를 보고 같다하니? 중국 공산다의 탈북민 대우를 보면 대만이 좋아하는 방면으로 가야해..근데 사탕은 중궄이ㅎㅎ,L1_hate
"이게 다 무능한 #@이름# 민주당 좌파 정권 때문이다.. #@이름# 때 진작에 대학 통폐합 했어야 했는데 .. 당시 좌파 애들이 극구 반대해서 지금 개판 되었고, 문씨 반기업 정책 덕분에 .. 일자리 많이 줄어들어 .. 실업자 양성 기간으로 전락하였지 ..",L1_hate
#@이름# 등 깜도 안되는 것들이 면접한다고. . 민주당 수박들 어쩌냐?#@이름#이의 농간에 놀아나고 있다. #@이름#이 큰 문제다. 제일 큰 수박 같다. 에라이 민주당 넘들아~,L1_hate
무례한 중국의 현재를 가장 분명하게 보여주는 자 아닌가? 한국 대통령은 중국에 대해 제대로 된 말 한 마디 못하고 그저 소국 어쩌고 일개 대사가 주재국의 정치에 개입하는 꼴이란 한반도 역사 내내 침략과 섭정을 해왔던 그 꼴 그대로다. 일제 뿐 아니라 중국에 대해서도 같은 목소리를 내지 못하는건 조선시대 사대주의도 아니고 뭐냐 대체.,L1_hate
숨겨야하는지 공개해야하는지도 몰랐을것이다 아마추어정부,L1_hate
민주건달들은 조폭들 같어,L1_hate
대깨문들은 청산하고 시작해야한다. 우리나라 암덩어리들이지.,L1_hate
한남들은 띵작 댕댕이 머한민국 이런 말도 쓰지 마라 여성혐오 끝판왕 야갤이 출처니까,L1_hate
완전 정신병자네 이런놈은 사회에서 완전격리시켜야하는데,L1_hate
좌파만 버글버글대는 어용방송 ㅋ ㅋㅋ 능력자들 다 쫒아내고 간신들만 남았냐,L1_hate
아~ 놔! '욱일기'는 '침략의 정당화'의 상징인데 괜찮고!!! '#@이름# 어록'은 침략을 훌륭히 '방어'했던 상징인데!! 진짜 일본은 민폐국이다. 짜증난다.,L1_hate
개뿔 레드팀은 차라리 #@이름#가 대통령 출마해라,L1_hate
중국은 저 중공 #@이름# 잡것깨문에 망하게 될것이다. 중국인 니들도 사람이면 자유를 위해 중공이랑 좀 싸워라. 선동 좀 그만 당하고.,L1_hate
이슬람하고는 엮이면 안된다,L1_hate
"한국은 겸손하게 가만 있어도 세계에서 선진국,기술강국,문화강국,군사강국,수출강국,교육강국으로 인정하고,,, 일본은 스스로 잘났다고 하는데.. 외국에서 알아주지도 않고..아무래도 거져 먹은 운이 다했나 봅니다..마지막 보루 도요타마져 곧 무너지면 G7에서 쫓겨날 듯..ㅎ",L1_hate
중국이 중국 했네 평화롭네,L1_hate
정신 병자 라고밖에 설명할길이없다.,L1_hate
더불어강간당 탄핵,L1_hate
"적어도 지금 정권에선 맞는말같다, 미군철수하면 바로 이정부인간들은 1국2체제운운하며 현실성없는 연방체제 도입시킬 인간들, ㅉㅉ",L1_hate
이런 말도 안되는 보험사기꾼은 #@이름# 민주당 하는짓과 똑 같네,L1_hate
중국 참교육 굿 ㅅㅅㅅ,L1_hate
여군도 없애야 남자가 그자리를 가고 여자는 가정을 가꾸어 나간다,L1_hate
내가대통령이면 울마누라 외교부장관. 쌀집아줌마경제부장관. 단골이발소통일부장관.담배집아저씨교육부장관.우리집강아지여가부장관.동의하시죠..ㅋㅋ,L1_hate
중국이랑 인도가 나라냐 ㅋㅋ,L1_hate
일본왕에게 전투기 헌납하고 일본왕을 위해 조선인이 목숨 바쳐 충성해야한다고 선동하던 조선 쓰레기 언론은 #@이름# 장군이 오시는날 무슨 생각일까. 우습겠지 민족을 배신하고 팔아 먹어도 떵떵거리며 자칭 지가 보수라며 대한민국에서 잘나가는 신문으로 잘살고 있는데 독립운동 한다고 모든것 다 잃고 이제서야 돌아오는것 보고 비웃고 있겠지. 독립운동 민주화 운동 그까짓것 왜 해서 힘들게 사냐고. 일왕에 충성하고 쿠데타군에 충성하고 독재자에게 딸랑거리고 그렇게 조선일보 처럼 편하게 살면되지,L1_hate
떼놈들 말을 믿는것은 현 정신나간 정권뿐이다,L1_hate
기사 사진만 봤을땐 그닥 몰겠다 무튼 일본은 짜져라,L1_hate
"발사체만 우리향해 쏴대는 뷱한엔 백신 공급하고, 그들에 맞서 나라 지키는 군인들에겐 공급 않하고. 국방부장관이 무능해 이런일 벌어지나? 호송작전에 뭔 뱅기가 가던 관심없다. 문제 핵심이나 파헤쳐라.",L1_hate
아니 허구헌날 전화통붙잡고있는사진올리면서 화이자 모더나 확보했다던 정부는 도대체 여태 뭔 멍멍이소리를했던건지 너무나 궁금하다. 그리고 불과 엊그제까지만해도 거리두기완화라는둥 실외마스크 벗는다는둥 하던 개소리를 하던건 어느나라 무슨정부냐?..?,L1_hate
결국 일본이 우리에게 진다는 얘기입니다. 스스로 느끼는거죠 ㅎㅎ 자신의 식민지 였던 나라가 더 강한 나라가 되가는 모습이 받아들기 힘들겠죠?,L1_hate
KBS 안 보니까 수신료 안 내게 해줘라! 돈이 없어서가 아니라..공영방송으로 제역할도 제대로 못하면서 돈 받을 자격이 없어. 차라리 공영방송 하지 말고 광고수입 받아서 제대로 경영하고 치열하게 생존해라. 국민들한테 수신료 뜯어가지 말고!!!,L1_hate
우리나라 자유도 곧 끝나간다.이미 진행되고 있다. 선거잘하자. 자유가 얼마나 소중한지 이사건을 보고 정신좀 들었음 좋겠다.민주당 되는 순간 지금보다 더 힘들어진다.,L1_hate
"#@이름# 방만 비효율 무책임..여기서도 그대로 나오네..배보다 배꼽이 더 커..기가 차네..세금 공화국에 공무원만 잔뜩.,그리스 꼴 나겠다",L1_hate
사기선동질로 또 교활하게 엮네. #@이름#이 정치압력 수모당하는데 기생해서 촛불반역정권 부역자 노릇해야 하니? 그게 감사원장이니. #@이름# 수십조나 찾아와. 조폭,L1_hate
그럼 가치가 있는 땅을 사지 없는 땅을 사나ㅋㅋ #@이름# 부모님 진짜 순박한가보다 민주당이었으면 절대아니라고 땅값올린 다른 투기꾼들 잘못이라고 빡빡우길듯,L1_hate
마포구 시민들 정말 정신차리세요. 어떻게 이런 인간을 국회로 보내서 대한민국을 퇴보하게 만드는 겁니까? #@이름#정신이 더불당만 사용하라고 있는건가요? 요즘 더불당 하는 짓거리 보면 고#@이름#전대통령께서 하늘에서 피를 토하고 계실 겁니다.,L1_hate
좌파들은 국민들에게는 큰소리 뻥뻥 튕기지만 북한과 중국 공산당들에는 굽신굽신하는 알랑젱이 소인배 #@이름#,L1_hate
민심 흉흉하고 #@이름# 득세하는거 보니 이제사 좀 아닌가 싶으냐? 늦었지 ㅉㅉ,L1_hate
#@이름#에게 마음의빚 #@이름#에겐 입조심 마음의 빚!빚투성이 #@이름#!사과는 안해도 된다 하지도 않겠지만!반드시 정권교체 필요!다음일은 국민들이 더잘안다,L1_hate
아프가니스탄 하는 꼬라지를 보면 #@이름#이 시절 대한민국과 비슷 하노. 일베 섹히들 아직도 등 따시고 배쳐부르게 잘 살잖아. 왜넘 시다바리들 후손이나 탈레반 족속들이나 머가 다르냐?,L1_hate
인도는 여성들이 살아가기 정말 지옥인 나라네요! 정권을 바꾸세요! 사람은 누가 다 낳았나요! 엄마인 여성입니다!,L1_hate
전라도 같은 놈이 저기도 있네 ㅎㅎ,L1_hate
화나요46명은 조선족?,L1_hate
미군보다는 한국군이 너 낫다고 본다…요즘 미국인들은 근성이 전혀 없다. 돈만 밝히지…,L1_hate
신에게? ?? ..임금은 누군데??? 어린 선수놈들이 왕조시기 사상에 썩어빠진거냐?,L1_hate
"국민의힘과 함께? .참나 원 그들이 다망쳐논것을..그들과함께 세우겟다니..,허참 나",L1_hate
저 동네는 후보들이 왜 저려냐..누가보면 군수 뽑는줄 알겠음 ㅋㅋ,L1_hate
감성정치 지긋지긋하다,L1_hate
원히롱 왜 이러냐 이런놈 또 #@이름# 줄서기야,L1_hate
위안부 할머니 피 빨아묵은걸 비례대표라는 미명아래 국회의원으로 뽑아 놓으니 이사태가 나는거임..범죄 피의자가 아직도 의정활동을 한다는게 말이냐?방구냐?#@이름#이는 가짜증명서 조사 못하는 법안 발의 연구중일듯..,L1_hate
"#@이름#, #@이름# 그리고 내로남불… 가짜가 판치는 세상…전라도.서울.갱기도 놈들 투표 잘해라잉!",L1_hate
나도 기자할래.남의 인스타나 남의나라 기사퍼나르는것쯤이야,L1_hate
ㅋ엥 본인 현정부서 꿀빨던 총장 아니었던가ㅋㅋ 셀프 자기부정 똥볼 슛,L2_hate
완전 좌빨의 인간이 뭔 시장이냐.. 성남에는 분당외에는 별로 가기도 싫다..지들 잇속만 챙기고..저딴골 뽑은 성남시민분들도 부끄러워해야합니다..,L2_hate
중앙일보는 어느나라 언론이냐 요미우리기사베낄껴면 왜있는건데~ 일본자본회사냐 빨갱이도싫고 쪽바리도 싫다 조중동은 쪽바리 산하기업이냐,L2_hate
"앞으로 성매매녀,불륜녀,성로비녀 ,세금포탈녀 욕하면 인권 침해인가여?전 그 동안 이런 여자보면 험담했는데 이게 인권침해고 여성혐오인지 몰랐어여내 딸 술집나가라고 해야겠네여",L2_hate
왜놈한테 지금도 이런 모욕을 받다니. 대통령한테 했든 안했든 결국 대한민국에 한거다. 마음에 안들어도 우리 대통령이다.이런데도 남북 갈린것도 모자라 같은 국민에게 토착왜구라고 하는 어리석은 것들은 뭐냐.,L2_hate
귀신같이 쫓아와서 손꾸락 놀리네..재수없게..재앙이의 저주 걸리지 않게 입국하자마자 소금 뿌리세요,L2_hate
2월이면 대선참패 ㆍ위기의 안보면 여당승리지만 평화의 쑈는 여당에 그다지ㆍ정상회담없어도 평화는 지켜지니까. 혐오스런 쑈가되겠네 ㆍ코로나로 사람 죽인 중국서 치러지는 대선용쑈,L2_hate
쓰레기 짱깨새끼들 꺼져라~!!!,L2_hate
자격지심인지 자기비하에 소신도없고 눈치나보는 민주당이라는 패거리들의 쓸개빠진 국개의원답게 평생 야당나부라기나해라. 국민들이 믿고 맏겼으면 국민들을믿고 정치하면 될텐데 능력도안돼고 눈치나보는 칠푼이라면 자유민주주의 공정 정의라는 개소리집어치우고 구김당애들이 평생 1당독재하게끔 시다바리나하고 똥개마냥 먹다남은 음식물쓰레기나 처먹고 배부른 돼지새키처럼 안빈낙도하다가 잡아먹히든지 말든지 바베큐로 구워지든지 삶어든지 최후를 맞을거다.,L2_hate
죄파 놈들이 개거품 물면.. 일단 인물은 좋다고 봐야겠지?,L2_hate
더불어망할당 꼴통 같은 인간들 많네,L2_hate
이래도 다음선거 더듬어강간당 뽑는 흑우들 있다니까..,L2_hate
민주노총이 코로나와.무슨상관 힘있고 강력한 민주노총이 되어주세요 비리투성이 부패집단 검찰청 검사넘과 경찰청놈과. 법원 판사놈과.맞짱까는.정의로운 민주노총이 되어주세요,L2_hate
근본 원인은 드러운 #@이름#들과 무능한 정부입니다,L2_hate
너희 개돼지보다 못한 인간말종인 #@이름#과 더불어 양아치 홍위병 족속들은 엄단이 아니라 감옥은 사치고 바로 단두대로 보내버려야 할 족속들이다. 9개월여 남았으니 그동안 개소리를 마음껏 짖어대라~,L2_hate
빨갱이들.. 그걸 물고 빠는 재앙이와 그 하수인들..눈이 있으면 봐라 저게 정상적인 나라인건지..,L2_hate
오우~~~ 역시 짱11개 클라스~ 벌레들이죠,L2_hate
대깨문같은 인간이네,L2_hate
중공넘들 속알머리는 밴댕이구만.. 우리나라 ㅇㅇ건충들처럼 박멸해야할 곤충들..,L2_hate
"개그하냐? ㅋㅋ 자신들이 만만해보이는 사람이 올라가도록 선거를 조작하겠다는 건데..이게 불법선거행위이지 뭐가 불법이냐? 그리고, 추전장관이 된다고 구김당이 이기리라는 보장도 읍따! 그런짓 하느니 국회의원 전수조사결과나 빨리내놔라~!!",L2_hate
스가가고 #@이름#오는건 다 알지않냐? 조중동 국짐들 나라망한다 백신없다 댓들다는게 왜놈걱정이였음 날조가 아니라 왜놈애기를 조중동 국짐들이 왜국걱정한다고 글쓴거임 조중동 국짐 수구꼴통이 말하는게 다 왜놈에게 하나도 안빠지고 일어남,L2_hate
누구덕분에 잘살고 있는지도 모르는 아주 배은망덕한 평생 데모나 일삼던 쓰레기같은 좌파세력들이 정권을잡고 있으니까 눈에 보이는것이 없나보구나. 어쩌다가 이나라가 저렇게 한심한 세력들 손에 넘어갔는지 너무 안타깝다. 저인간도 정권교체가되면 물러날거니까 아주 발악을 하는구나 ?,L2_hate
중국몽 하는 놈이 대통령 자리에 있으니..ㅉㅉ,L2_hate
관치대선 치루겠다는거군이 시대에서.#@이름# 시대로 가냐!더 나쁜 내로남불 더듬어공작당과 #@이름#패거리정권.,L2_hate
지금까지 얀금개혁은 보수정권에서 다했다 이넘의 좌파정권은 포퓰리즘 정책이나 쏟아냈지. 이번 국민연금개혁 시도역시 #@이름#이 뭐랬나? 국민눈눞이에 맞지않다고 퇴짜놓았지. 결국 모든 연금개혁은 또다시 다음 정권의 몫으로 넘기고. 다음세대와 국가재정은 관심없고 오로지 지들 정권유지에만 관심있는 것들.,L2_hate
이걸로 더민주랑 북한이랑 한편인거 인증됐네ㅋㅋ 깨문이들이 주장하는 쪽바리는 국짐이고 더민주고 다 싸잡아서 욕하는데ㅋㅋ,L2_hate
국내나 해외나 이 넘의 배우충들 지럴하는 것을 왜 자꾸 기사로 내보내는지 떡 열나게 먹는 것도 중계해라.. 인간이란게 참 시간이 지나도 쓰질데없는 짓은 어느 시대나 장소 안가리고 하는구나..,L2_hate
사람 기러기 남편은 돈 쪽 팔리고 이혼 당하는데 ㅂㄱㅋㅋ,L2_hate
더불어짱깨당으로 개명하자,L2_hate
우리나라 대깨문들도 중국화 심각하지,L2_hate
대깨문들이 저갈보고 뭘느꼈을까 ? ! 그냥남의나라일이라고 ?나랑 상관없다 느꼈을듯 ! 니들이 빨아대는 #@이름#과 그더불어공산일당들 밀어줘 미군철수됨 백프로 저꼴난다 ! 제발 정신들 차리자 ! 한국엔 진보라는것들은 없다 죄다 빨갱이 공산주의자들이다,L2_hate
이쯤되면 속고 있는 대깨문들도 모조리 망해도 싼 놈들이다.,L2_hate
캠프멤버들 잘못으로 중도표 다 떨어지는 거마냥 억울한 척 하지 말어. 중도표 훅훅 깎아먹는 결정적 요소는 다른 누구도 아닌 #@이름# 본인이니까. 하는 짓이 완전 일본 극우+조폭 보스+동네 백수인데 뭘 남탓을 하냐?,L2_hate
이제 올림픽 끝났으니 무능한 인간 뉴스꺼리 없어 어쩌나? 대통령이 얼마나 할일이 없으면 이 시국에 맨날 매달 어쩌고..,L2_hate
부랄 잘라주고 맘껏 놀게 해줘라. 여자들도 부랄두쪽 없는거 보면 기꺼이 콘돔 안쓰는거 이해해줄거다.,L2_hate
가증스런 놈들아!! 니들 무리가 홍위병으로 일부러 키운 괴물집단이 아니냐?.. 이제 니들이 잡아 먹혀라!!!,L2_hate
조선일보답네. 왜구신문,L2_hate
식인곰이라..곰돌이 푸..시즌핑와 똑같네..사람 죽이는 곰돌이 시즌핑!,L2_hate
민노총 빨갱이들 다 주겨라,L2_hate
#@이름# 정권에서 보건 복지 방역에 관여했던 담당자들은 전부 다 제 명에 못 죽을꺼다..두고보자..,L2_hate
양아치 빨갱이 사기꾼들끼리 깨 춤을 추는구나..,L2_hate
좀있으면 더불어공작당 이던지 파란지붕인사던지 이름 나오겠지 개봉박두..아니라 발뺌하겠지?,L2_hate
머지..한다안한다도 없이 내일중 입국??국민을 쫄로보는 진보쓰레기들이네!!!,L2_hate
“한국 내 반일(反日) 감정은 뜨겁지만 반중(反中) 감정은 매우 약하다” - 나는 일본도 싫지만 중국은 백만배 더 싫은데.. 이 공산당 정권이 친중하느라 미쳐서 국민들 원성이 하늘을 찌르는데 ..,L2_hate
이것도 기사냐? \콜라먹는 탁구고수??? 누가궁금하대??? 기사를 쥐어 짜는구나? 에라이 쓰레기 언론사야~~????????,L2_hate
일본이 어쩌다 이렇게 맛탱이가 갔냐..,L2_hate
중국은 짝퉁만들기는 세계최고..! 하지만 주제 모르고 새로 만드려 하면 저렇게 되는거다 ~ 배끼지않으면 못하는 집단!,L2_hate
지랄쌈싸처먹네 개같은 일본. 올림픽 망할것 같으니까 또 우리나라 이용하게? OOO 족속들,L2_hate
미래의 더불만진당원들이네요.,L2_hate
?친중 친북 ?#@이름# 에게 충성하는 자들ㅜㅜ。여적죄 대역죄로 처형받을 날이 다가오는구나 ??。???????????? ??。 ??? 나라망친 586 ♪ 대깨문 촛불 좌파 #@이름# ㅡㅡㅡ독재 사회주의자들 ????ㅜ?ㅜ?????? ?ㅜ??평양교도소ㅡㅡㅡ 사면없는ㅡㅡㅡ 무기징역 가즈아 。ㅡㅡ? 。??????ㅜㅜㅜㅜㅜㅜ ??ㅜ ?。。ㅡㅡ ??,L2_hate
이사태 끝나는대로 중공을 30개로 쪼개서 지구에서 지워버려야 합니다,L2_hate
자신의당 권력을 빼앗아 빗장 열어 내준자가 뭔손을잡아 또 맡겨놓으면 빗장 열어줄려고?서운 함이 아니라 분노란걸 알아야지,L2_hate
이게 대한민국 기레기 수준.. 진짜 마음이 너무 아프다.. 조회수에 눈 멀고 돈에 눈 멀면 사람 하나 생명따위는 안중에도 없는거냐? 니가 그러고도 사람이야? 진짜 마음이 너무 아프다,L2_hate
명절 때마다 국가자존심도 없게 대한민국 국민들 수치스럽게 중국에 중국어로 인사바치는 #@이름# 더불당 의원 #@이름# 모두 간첩으로 잡아넣어 사형때려야되,L2_hate
"미국국익을 위해 친중, 종북세력 재앙망국에는 백신 안주는거구나..",L2_hate
우리나라는20.30.40대여성유권자에의해나라의 운명이결정되는구조라걱정이태산이다 이분들이좌빨들의선동에서헤어 나오지못하고있는것이현실이기때문이다 그렇다고이분들이자신들의결정에의한결과를책임질능력이있느냐? 그것도아닌것이큰문제이지요,L2_hate
저 탈레반들 세계가 연합해서 씨도 안남기고 다 죽여버렸음 좋겠다,L2_hate
아주 미쳐가는군요 뒁국,L2_hate
저런 세대들이 #@이름# 대통령님 비난하지. 토착왜구같은 세대,L2_hate
음 그냥 오늘날 미제 뚱땡이들의 표본 아닌가요??,L2_hate
"소련군은 해방군, 미군은 점령군 북쪽빨갱이와 한치도 틀리지않은 남쪽빨갱이들 논리! 반박해 봐?",L2_hate
여당에서 유일하게 까지 못하는 #@이름# 왜? 까일께 없음 그래서 소신있게 말 하는거고..26억 전세사는 이혼녀 #@이름# 따위가 뭐라고 보수팔이 새끼들이 찬양질 하는거냐? 대답좀 해봐라,L2_hate
"돼지열병 걸린 양아치 조폭 개검 멧돼지 #@이름#,처 #@이름#를 공유한 #@이름#,#@이름#,장모,양아치 조폭 개검 #@이름#이 패거리 #@이름#,#@이름#이 모두 같은 감방에 구속 시켜라!살다 살다 낮짝이 이리 두꺼운 인두겁을 쓴 멧돼지는 첨 본다,,,ㅠ~~",L2_hate
그런데 올림픽을 정치적으로 이용하는 문정권을 보면 정말 한심한 독재정권 같다. ? 올림픽을 기다린 선수들과 국민에게 쪽 팔리지도 않나봐? 내로남불로 완전 무장 했다 이것가?,L2_hate
반도 열도 노예새끼들하고는 격이 다르네,L2_hate
그렇게 계속해 그래야 내년 대선때 쪽빡을 차지 앙아치당 더불어민주당 애들과 운빠들,L2_hate
대서리와라. 더러운당 내로남불당 #@이름#을위해,L2_hate
이젠 중국에서 정치까지 내정간섭을 하네 ㅋㅋ 그런데도 가만히 있는 #@이름# .. 주인한테는 짖지도 못하노,L2_hate
"교육도 엉망, 안보도 엉망, 심지어 시민들 지켜주는 경찰들도 자살당하고..무서워서 살겠나?",L2_hate
돈많은 기득권자제분들이 다니는 학교. 남에대한 배려라고는 1도없는 이기적 세력으로 변모한 설대. 네들 선배들은 목숨걸고 이나라를 지켜왔다. 지금은 쓰레기매립장만도 못한 이기적인 집단. 허긴 교수니ㅣ부랭이가 저모양이니,L2_hate
전세계 힘들고 배고픈 난민들 .. 대한민국으로 오세요 .. 문슬람과 인권충들이 그대들과 함께 할 겁니다 .. !!! 물론 그들은 그저 조동아리만 처씨부리고 책임은 호구궁민이 질테지만요 ..,L2_hate
저급클라스 깡패사기정권,L2_hate
