dialogue_id,sentence_id,speaker,text,is_immoral,types,intensity
6184cfae7052869c7ead611e,6184cfae7052869c7ead611e-5,2,"정신병에 걸렸다고 생각되는데, 가장 확실한 치료는 사형이다.",True,"CENSURE,VIOLENCE,CRIME",2.0
619e9274ae2e7b89e1c833cb,619e9274ae2e7b89e1c833cb-1,1,저게 좌파 정당 대표인지 우파 정당 대표인지 분간이 안 가네.,True,CENSURE,1.0
619e9274ae2e7b89e1c833cb,619e9274ae2e7b89e1c833cb-2,2,#@인간및인간집단.인물.정치인.남성# 까면 틀딱 각이다. ㅋㅋㅋ,True,CENSURE,1.0
619e9274ae2e7b89e1c833cb,619e9274ae2e7b89e1c833cb-3,1,"덜떨어진 것들이나 #@인간및인간집단.인물.정치인.남성#이 좋아하지, 그 어린 게 뭘 알겠냐.",True,CENSURE,1.0
61740ad79d1c76df12f4f75c,61740ad79d1c76df12f4f75c-1,1,#@#라고 다 같은 #@#가 아니야,False,IMMORAL_NONE,0
61740ad79d1c76df12f4f75c,61740ad79d1c76df12f4f75c-2,1,요새는 온갖 방법으로 다 들어와서 수준이 천차만별이래,False,IMMORAL_NONE,0
61740ad79d1c76df12f4f75c,61740ad79d1c76df12f4f75c-3,2,그래? 그래도 #@#인데 머리는 좋겠지,False,IMMORAL_NONE,0
61740ad79d1c76df12f4f75c,61740ad79d1c76df12f4f75c-4,2,아직 대학에 적응을 못한 거 아냐?,False,IMMORAL_NONE,0
61740ad79d1c76df12f4f75c,61740ad79d1c76df12f4f75c-5,1,아냐 수준도 안되는데 농어촌 전형으로 겨우 입학한 애들이 많아서 그래,True,CENSURE,1.0
61740ad79d1c76df12f4f75c,61740ad79d1c76df12f4f75c-6,2,하긴 그런 촌구석에서 일등 해 봤자긴 하지,True,CENSURE,2.0
615281a7aab10bca18a43bc8,615281a7aab10bca18a43bc8-1,1,의사들은 좋겠다 돈 많이 벌어서,False,IMMORAL_NONE,0
615281a7aab10bca18a43bc8,615281a7aab10bca18a43bc8-2,2,근데 병원에 있으면 너무 우울할듯,False,IMMORAL_NONE,0
615281a7aab10bca18a43bc8,615281a7aab10bca18a43bc8-3,1,너같은 돌머리는 괜찮아 갈 일 없으니까,True,CENSURE,2.0
61921b95b1bee6a4bd7befdf,61921b95b1bee6a4bd7befdf-1,1,1년 반 동안 한 거라곤 세금 퍼주기랑 거리두기밖에 없네,False,IMMORAL_NONE,0
61921b95b1bee6a4bd7befdf,61921b95b1bee6a4bd7befdf-2,2,지금껏 포퓰리즘 정책밖에 없음,False,IMMORAL_NONE,0
61921b95b1bee6a4bd7befdf,61921b95b1bee6a4bd7befdf-3,1,이 지긋지긋한 정부 작살을 내고 싶다,True,"CENSURE,VIOLENCE",1.0
619ce7e5ae2e7b89e1c26bdf,619ce7e5ae2e7b89e1c26bdf-1,1,#@인간및인간집단.인물.정치인.남성#이 당선 될듯,False,IMMORAL_NONE,0
619ce7e5ae2e7b89e1c26bdf,619ce7e5ae2e7b89e1c26bdf-2,1,여론조사도 #@인간및인간집단.인물.정치인.남성#이 높더라.,False,IMMORAL_NONE,0
619ce7e5ae2e7b89e1c26bdf,619ce7e5ae2e7b89e1c26bdf-3,2,6070은 #@인간및인간집단.인물.정치인.남성#이 더 높아,False,IMMORAL_NONE,0
619ce7e5ae2e7b89e1c26bdf,619ce7e5ae2e7b89e1c26bdf-4,1,틀딱들 선거 직전에 다 죽어서 상관 없음 ㅋㅋㅋ,True,HATE,2.0
619ce7e5ae2e7b89e1c26bdf,619ce7e5ae2e7b89e1c26bdf-5,2,뭐라하냐 백세시대에 ㅋㅋㅋ,False,IMMORAL_NONE,0
615d33ea78290791e9561d43,615d33ea78290791e9561d43-1,1,난 그래도 좋은 사람이였구나,False,IMMORAL_NONE,0
615d33ea78290791e9561d43,615d33ea78290791e9561d43-2,1,비록 여돌가지고 딸치고 놀앗지만 여자에 미쳐서 남자 패지는 않앗으니까 당당하게 살겠읍니다!,True,"CENSURE,SEXUAL",3.0
615d33ea78290791e9561d43,615d33ea78290791e9561d43-3,2,니가 빠는 여돌들 대부분은 페미임 ㅋ,True,"HATE,CENSURE",2.0
61725bab9d1c76df12eed01b,61725bab9d1c76df12eed01b-1,1,쟤 이번에 트레이너 회원수 랭킹 1위 찍었다며?,False,IMMORAL_NONE,0
61725bab9d1c76df12eed01b,61725bab9d1c76df12eed01b-2,2,기생오래비같이 뺀질반반해서 기지배들 취향엔 제격일 뿐 ㅉㅉ,True,CENSURE,1.0
61725bab9d1c76df12eed01b,61725bab9d1c76df12eed01b-3,1,야 그래도 실력이 있으니 가능한거 아니겠어?,False,IMMORAL_NONE,0
61725bab9d1c76df12eed01b,61725bab9d1c76df12eed01b-4,2,말빨이 있어서 그런 걸로 좀 휘어잡는 편이야 쟤는.,False,IMMORAL_NONE,0
61725bab9d1c76df12eed01b,61725bab9d1c76df12eed01b-5,1,요새 뭐 자기 PR도 능력인 시대지.,False,IMMORAL_NONE,0
61725bab9d1c76df12eed01b,61725bab9d1c76df12eed01b-6,2,쟤 진짜 겉만 번지르르한데 다들 모르네.. 참..,False,IMMORAL_NONE,0
615d340f78290791e956bf11,615d340f78290791e956bf11-1,1,쟤는 음악으로 성공하기가 쉬운줄 아나?,False,IMMORAL_NONE,0
615d340f78290791e956bf11,615d340f78290791e956bf11-2,2,그니까 음악한다고 집에만 박혀서 부모님 등골빨아먹는게 참 재수없다,True,CENSURE,3.0
615d340f78290791e956bf11,615d340f78290791e956bf11-3,1,너도 28년동안 부모님 등골 쫘악쫘악 빨아먹은 주제에 할말은 아니지 않냐,True,CENSURE,3.0
615281b0aab10bca18a469fb,615281b0aab10bca18a469fb-1,1,너는 왜그렇게 못생김?,True,"DISCRIMINATION,HATE",3.0
615281b0aab10bca18a469fb,615281b0aab10bca18a469fb-2,2,니\가 할말임? 너 입술 아프리카인이잖아,True,"DISCRIMINATION,CENSURE",3.0
615281b0aab10bca18a469fb,615281b0aab10bca18a469fb-3,1,아프리카? 넌 그냥 짱깨같은데?,True,"DISCRIMINATION,CENSURE",3.0
615281b0aab10bca18a469fb,615281b0aab10bca18a469fb-4,2,짱깨가 낫지 흑노예 닮은게 좋음?,True,"DISCRIMINATION,CENSURE",3.0
615281b0aab10bca18a469fb,615281b0aab10bca18a469fb-5,1,흑노예라고 하니까 왜그렇게 웃기냐?ㅋㅋ노예들,True,"DISCRIMINATION,CENSURE",3.0
617597ce9d1c76df12f8b722,617597ce9d1c76df12f8b722-1,1,나는 맨날 다이어트 실패하는 니 꼴을 보면 너무 한심하다,True,CENSURE,1.0
617597ce9d1c76df12f8b722,617597ce9d1c76df12f8b722-2,2,내가 실패하고 싶어서 한 게 아니잖아...,False,IMMORAL_NONE,0
617597ce9d1c76df12f8b722,617597ce9d1c76df12f8b722-3,1,의지가 얼마나 없으면 그 모양이냐는 거지...,False,IMMORAL_NONE,0
617597ce9d1c76df12f8b722,617597ce9d1c76df12f8b722-4,2,의지의 문제가 아니라 나한테 다이어트는 불가능이야...,False,IMMORAL_NONE,0
617597ce9d1c76df12f8b722,617597ce9d1c76df12f8b722-5,1,그렇게 단정짓는 것부터 넌 틀려 먹었어,False,IMMORAL_NONE,0
615d33fc78290791e9566a21,615d33fc78290791e9566a21-1,1,저 아줌마 며느리가 아니고 아들이 생일상 차렸다고 열받아서 쓰러졌대,False,IMMORAL_NONE,0
615d33fc78290791e9566a21,615d33fc78290791e9566a21-2,2,그 심성 한 번 쓰레기일세. 내 자식 귀하면 남의 자식도 귀한법,True,CENSURE,1.0
615d33fc78290791e9566a21,615d33fc78290791e9566a21-3,1,그 며느리 못된 시어메하고 인연끊어라,False,IMMORAL_NONE,0
615d33ea78290791e9561de4,615d33ea78290791e9561de4-1,1,급식인데 급식소에서 장애 학생 도와줬는데 아무도 몰라줌,False,IMMORAL_NONE,0
615d33ea78290791e9561de4,615d33ea78290791e9561de4-2,2,도와달라고 하기 전까지 돕지 마라,False,IMMORAL_NONE,0
615d33ea78290791e9561de4,615d33ea78290791e9561de4-3,2,몸 장애들은 정신도 장애인데 기대한 니 잘못 ㅋㅋㅋ,True,"HATE,CENSURE,DISCRIMINATION",2.0
615bef7d888ccfe41afc52bf,615bef7d888ccfe41afc52bf-1,1,옷 예쁘네~ 네가 팀장해라 야.,True,CENSURE,1.0
615bef7d888ccfe41afc52bf,615bef7d888ccfe41afc52bf-2,1,어디 데이트 데이트 가니?,True,CENSURE,1.0
615bef7d888ccfe41afc52bf,615bef7d888ccfe41afc52bf-3,2,죄송해요. 내일부터는 셔츠에 슬랙스 입을게요.,False,IMMORAL_NONE,0
615bef7d888ccfe41afc52bf,615bef7d888ccfe41afc52bf-4,1,"#@인간및인간집단.인물.인물_무정보.여성#아, 여기는 대학이 아니라 회사야~",True,CENSURE,1.0
615bef7d888ccfe41afc52bf,615bef7d888ccfe41afc52bf-5,2,"예, 회사인 거 아니까, 그만 좀 꼽주세요.",True,ABUSE,1.0
61575711888ccfe41af1a3e9,61575711888ccfe41af1a3e9-1,1,짜증나게 하지말고 나가서 죽어버려라,True,"HATE,CENSURE,VIOLENCE",2.0
61575711888ccfe41af1a3e9,61575711888ccfe41af1a3e9-2,2,말을 왜 그렇게 나쁘게 해,False,IMMORAL_NONE,0
61575711888ccfe41af1a3e9,61575711888ccfe41af1a3e9-3,1,네가 살아 숨 쉬는 것 자체가 더러운데 어쩌라고,True,CENSURE,2.0
616a87479cbb21a304331f88,616a87479cbb21a304331f88-1,1,#@인간및인간집단.조직및단체.언론기관# 놈들 트로트로 뇌절 좀 작작해라,True,CENSURE,1.0
616a87479cbb21a304331f88,616a87479cbb21a304331f88-2,2,그래도 우리 부모님 세대 분들은 좋아하시던데?,False,IMMORAL_NONE,0
616a87479cbb21a304331f88,616a87479cbb21a304331f88-3,1,아무리 그래도 그렇지,False,IMMORAL_NONE,0
616a87479cbb21a304331f88,616a87479cbb21a304331f88-4,1,하루종일 트로트만 편성하고 지겨워 죽겠어,False,IMMORAL_NONE,0
61629707ee443088be081400,61629707ee443088be081400-1,1,느금마 빨통 왤케 큼?,True,SEXUAL,3.0
61629707ee443088be081400,61629707ee443088be081400-2,2,내 젖통이니까 넘볼 생각 ㄴㄴ,True,SEXUAL,1.0
61629707ee443088be081400,61629707ee443088be081400-3,1,에휴 근친이나 하는 무친 새낔ㅋ,True,CENSURE,3.0
6152819eaab10bca18a4171b,6152819eaab10bca18a4171b-1,1,의사들은 애초에 지들이 잘하면 될 것이지 그거 조금 불편하다고 리뷰시스템을 없애달라는 게 말이 돼?,True,CENSURE,1.0
6152819eaab10bca18a4171b,6152819eaab10bca18a4171b-2,1,"하여튼 월 돈 천씩 따박따박 가져가면서도 CCTV 안 된다, 리뷰쓰면 안 된다 어디서 말이 많아",True,CENSURE,2.0
6152819eaab10bca18a4171b,6152819eaab10bca18a4171b-3,2,"그러게 리뷰 보고서 반말 찍찍 지껄이는 의사, 충치 치료에 바가지 씌우는 양심 털 난 의사 다 거를 수 있는데",True,CENSURE,1.0
6152819eaab10bca18a41803,6152819eaab10bca18a41803-1,1,올해 초부터 원인 모르겠는 어지러움 증상이 생겼는데 생각해보니 집 1km근방에 엄청 큰 송전탑 갑자기 생긴 거 그거 때문인가?,False,IMMORAL_NONE,0
6152819eaab10bca18a41803,6152819eaab10bca18a41803-2,2,하 이런 애들은 총으로 머리 깨서 뭐 들어있나 좀 보고싶다,True,"HATE,VIOLENCE",3.0
6152819eaab10bca18a41803,6152819eaab10bca18a41803-3,2,몸에 5G가 들어와서 어지러움 느끼는 거면 그냥 죽을 때가 된 거야,True,CENSURE,1.0
615281b8aab10bca18a49091,615281b8aab10bca18a49091-1,1,백 팔십넘는 여자를 도대체 어떤 남자가 사랑해줄까?,True,"DISCRIMINATION,CENSURE",1.0
615281b8aab10bca18a49091,615281b8aab10bca18a49091-2,2,적어도 너 같은 루저는 그 여자도 맘에 안 들어 하지 않을까?,True,CENSURE,1.0
615d33fc78290791e9566b83,615d33fc78290791e9566b83-1,1,"수준떨어지는 정부, 수준 떨어지는 국민",True,"HATE,CENSURE",2.0
615d33fc78290791e9566b83,615d33fc78290791e9566b83-2,2,도찐개찐이지 콩심은데 콩 나는 거고,False,IMMORAL_NONE,0
615d33fc78290791e9566b83,615d33fc78290791e9566b83-3,1,환자고 나발이고 코로나 걸리면 그냥 죽여버려라,True,"HATE,CENSURE",2.0
615d340f78290791e956bf0f,615d340f78290791e956bf0f-1,1,오토바이 배달원이 억울하게 가해자로 몰려서 배상해줘야한대,False,IMMORAL_NONE,0
615d340f78290791e956bf0f,615d340f78290791e956bf0f-2,2,오토바이 시동 오프안한 앰터진 딸배련이 잘못했네,True,"HATE,CENSURE,ABUSE",2.0
615d340f78290791e956bf0f,615d340f78290791e956bf0f-3,1,오토바이 시동 꺼진걸 다른 사람이 건드려서 시동이 걸린거야,False,IMMORAL_NONE,0
615281b8aab10bca18a4908f,615281b8aab10bca18a4908f-1,1,저 타이밍에서 대통령한테 감사 인사를 왜 하라고 하는 거야?,True,CENSURE,1.0
615281b8aab10bca18a4908f,615281b8aab10bca18a4908f-2,2,몰라 저 리포터 원래 좀 생각 없이 이상한 말 많이 한다더라.,True,CENSURE,1.0
615d340578290791e9569873,615d340578290791e9569873-1,1,가난은 단지 조금 불편한 것 뿐이야,False,IMMORAL_NONE,0
615d340578290791e9569873,615d340578290791e9569873-2,2,천만에. 인간이 어디까지 구질구질해질수있는지는 다 돈이 결정하는 거 모르냐?,True,"HATE,CENSURE",2.0
615d340578290791e9569873,615d340578290791e9569873-3,1,아니? 넘치게 가진 너는 정작 영혼없는 겉껍데기 쭉정이에 불과한데?,True,"HATE,CENSURE",2.0
617d33af981456c069c994c0,617d33af981456c069c994c0-1,1,#@인간및인간집단.인물.정치인.남성# 2030 표심 잡으려고 움직이네.,False,IMMORAL_NONE,0
617d33af981456c069c994c0,617d33af981456c069c994c0-2,2,은근 젊은 층 중에 #@인간및인간집단.인물.정치인.남성# 지지자들 많음.,False,IMMORAL_NONE,0
617d33af981456c069c994c0,617d33af981456c069c994c0-3,3,맞아. 카리스마 있는 리더처럼 느껴져.,False,IMMORAL_NONE,0
617d33af981456c069c994c0,617d33af981456c069c994c0-4,2,난 이 인간은 언행 포함 생긴 거 자체가 음흉해서 싫음,True,CENSURE,1.0
617d33af981456c069c994c0,617d33af981456c069c994c0-5,3,언행은 논란 있으니까 그렇다 쳐도 생긴 건 왜?,False,IMMORAL_NONE,0
615d33f378290791e9564422,615d33f378290791e9564422-1,1,나는 백팔십 이하인 남자는 못 만나겠더라,False,IMMORAL_NONE,0
615d33f378290791e9564422,615d33f378290791e9564422-2,2,160cm도 안 되는 땅딸보인 네가 남자를 키로 거른다고?,True,CENSURE,1.0
615d33f378290791e9564422,615d33f378290791e9564422-3,2,그런 남자 만나면 넌 고목나무에 붙은 매미야,False,IMMORAL_NONE,0
615281b8aab10bca18a4911b,615281b8aab10bca18a4911b-1,1,예수쟁이들 천국가고 싶다면서 나쁜 짓은 지들이 제일 많이 하네.,True,CENSURE,1.0
615281b8aab10bca18a4911b,615281b8aab10bca18a4911b-2,2,내 말이~ 십일조니 뭐니 하면서 신도들 삥 뜯어서 지들 주머니나 불리고.,True,CENSURE,2.0
615281b8aab10bca18a4911b,615281b8aab10bca18a4911b-3,1,거기다 어린 애들 가스라이팅 오지게 해서 성 범죄나 저지르고 ㅉㅉ,True,CENSURE,2.0
615281b8aab10bca18a4911b,615281b8aab10bca18a4911b-4,2,그런 사람들이 도대체 어떻게 천국을 가겠냐ㅋㅋ,True,CENSURE,1.0
615281b8aab10bca18a4911b,615281b8aab10bca18a4911b-5,1,하나님이 계신다면 저런 애들부터 싹 다 지옥에 쳐 넣어주셨으면 좋겠다.,True,CENSURE,3.0
615d33ea78290791e9561e6b,615d33ea78290791e9561e6b-1,1,아무리 예뻐도 여자는 늙고 추해지는 게 자연의 법칙.,True,"HATE,CENSURE",1.0
615d33ea78290791e9561e6b,615d33ea78290791e9561e6b-2,1,말로만 사랑해도 거기가 안서는데 어쩔거냐고 바람 필만함,True,"CENSURE,SEXUAL",2.0
615d33ea78290791e9561e6b,615d33ea78290791e9561e6b-3,2,그래서 인간 도리도 못지키고 어린 여대생이랑 바람나냐?,False,IMMORAL_NONE,0
615d340f78290791e956bfeb,615d340f78290791e956bfeb-1,1,배달하다가 수건 한장 걸친 여자가 음식 받았으면 좋겠다ㅋㅋ,True,SEXUAL,1.0
615d340f78290791e956bfeb,615d340f78290791e956bfeb-2,2,너같은 것들이 딸배하면 배달음식 받기 전에 배때기에 칼 쑤실 준비해야 된다.,True,"HATE,VIOLENCE,CENSURE",2.0
615d340f78290791e956bfeb,615d340f78290791e956bfeb-3,1,내가 여자를 어떻게 한댔냐,False,IMMORAL_NONE,0
615d340f78290791e956bfeb,615d340f78290791e956bfeb-4,1,나는 그냥 슬쩍 맨살만 보는걸로 만족할거다,True,SEXUAL,2.0
617d33a9981456c069c994ae,617d33a9981456c069c994ae-1,1,#@인간및인간집단.인물.방송인.여성# 나온다해서 기대했는데 드라마 별로다.,False,IMMORAL_NONE,0
617d33a9981456c069c994ae,617d33a9981456c069c994ae-2,1,내용도 산으로 가고 CG도 별로라서 보기 힘들다,False,IMMORAL_NONE,0
617d33a9981456c069c994ae,617d33a9981456c069c994ae-3,2,짱깨 #@인간및인간집단.인물.방송인.여성# 이제 그만 나올 때도 됐지 ㅋㅋㅋ,True,"CENSURE,HATE",1.0
617d33a9981456c069c994ae,617d33a9981456c069c994ae-4,3,#@인간및인간집단.인물.방송인.여성#이 나오니까 그나마 볼만 하던데 나는?,False,IMMORAL_NONE,0
617d33a9981456c069c994ae,617d33a9981456c069c994ae-5,3,아직까지 티켓파워 상위권인데 ㅋㅋㅋ 그만 나올 때라니,False,IMMORAL_NONE,0
615d340578290791e95698a5,615d340578290791e95698a5-1,1,너는 그 곰같이 생긴게 뭐가 좋다고 할게 없어서 재취자리로 들어가냐?,True,"DISCRIMINATION,CENSURE",3.0
615d340578290791e95698a5,615d340578290791e95698a5-2,2,그 사람도 사연이 있어서 이혼한것 뿐이지 너무 좋은 사람이야,False,IMMORAL_NONE,0
615d340578290791e95698a5,615d340578290791e95698a5-3,1,전에 돈은 많다더니 뭐 니가 베트남 매매혼이랑 크게 달라보이진 않네,True,"DISCRIMINATION,HATE,CENSURE",3.0
6155d75c888ccfe41aefc21b,6155d75c888ccfe41aefc21b-1,1,야 카페 줄 뭐노 오늘 뭔 행사함?,False,IMMORAL_NONE,0
6155d75c888ccfe41aefc21b,6155d75c888ccfe41aefc21b-2,2,아 ㅋㅋ 오늘 뭔 행사 있다더라 저런 거 받아서 뭐 하려고,False,IMMORAL_NONE,0
6155d75c888ccfe41aefc21b,6155d75c888ccfe41aefc21b-3,1,안 본 눈 삽니다 ; 밥이 넘어가나?,False,IMMORAL_NONE,0
6155d75c888ccfe41aefc21b,6155d75c888ccfe41aefc21b-4,2,밥이 죨리 넘어가니까 몸무게가 60이 넘어가지 45킬로 넘는 게 여자냐?,True,"DISCRIMINATION,HATE",1.0
615d33f378290791e95644d9,615d33f378290791e95644d9-1,1,먹을 거 다 먹어도 살이 빠지는 경우 병원에 가야 합니다,False,IMMORAL_NONE,0
615d33f378290791e95644d9,615d33f378290791e95644d9-2,2,문제는 다들 그런 걸 원한다는 거...,False,IMMORAL_NONE,0
615d33f378290791e95644d9,615d33f378290791e95644d9-3,3,뚱뚱한 여자들이 지능까지 낮아서 그런 거지 뭘,True,"HATE,CENSURE",2.0
6167cd869cbb21a3041dc793,6167cd869cbb21a3041dc793-1,1,이 아이돌은 주황색 머리하면 ㄹㅇ 개못생겼다 ㅋㅋㅋ,True,CENSURE,1.0
6167cd869cbb21a3041dc793,6167cd869cbb21a3041dc793-2,2,주황색 머리 잘 어울리기 힘들어 다른 사람들도,False,IMMORAL_NONE,0
6167cd869cbb21a3041dc793,6167cd869cbb21a3041dc793-3,2,아이돌이라 다양한 스타일 보여주는 것도 좋지,False,IMMORAL_NONE,0
615f9bacdcbfe5fa32e3398b,615f9bacdcbfe5fa32e3398b-1,1,주말에도 열일하는 나 자신 진짜 대단하다,False,IMMORAL_NONE,0
615f9bacdcbfe5fa32e3398b,615f9bacdcbfe5fa32e3398b-2,2,멍청이같은소리하네 평일에 일 다 못하고 루저인거 증명하는거면서,True,CENSURE,3.0
615f9bacdcbfe5fa32e3398b,615f9bacdcbfe5fa32e3398b-3,1,너도 마찬가지라서 지금 같이 일하고 있는거면서 왜 헛짓거리이지?,True,CENSURE,3.0
61921b95b1bee6a4bd7bf07c,61921b95b1bee6a4bd7bf07c-1,1,이 정도면 국민을 의심해야 된다,False,IMMORAL_NONE,0
61921b95b1bee6a4bd7bf07c,61921b95b1bee6a4bd7bf07c-2,1,이런 무능정부 2탄 이재명 지지하는 애들은 입 좀 다물어라,True,CENSURE,1.0
61921b95b1bee6a4bd7bf07c,61921b95b1bee6a4bd7bf07c-3,2,이 정부는 정치방역을 연말까지 할 테세네,False,IMMORAL_NONE,0
6157573c888ccfe41af1a3ff,6157573c888ccfe41af1a3ff-1,1,어제 내 생일이었어,False,IMMORAL_NONE,0
6157573c888ccfe41af1a3ff,6157573c888ccfe41af1a3ff-2,2,우리가 너 같은 한심한 놈 생일까지 알아야 해?,True,CENSURE,1.0
6157573c888ccfe41af1a3ff,6157573c888ccfe41af1a3ff-3,1,네 목소리 듣기만 해도 죽이고 싶은데 우리가 생일을 챙겨줄 줄 알았어?,True,"CENSURE,VIOLENCE",2.0
617a12e7a1364b6ac30ce1c6,617a12e7a1364b6ac30ce1c6-1,1,나 이번에 골반 넓히려고 운동중임!,False,IMMORAL_NONE,0
617a12e7a1364b6ac30ce1c6,617a12e7a1364b6ac30ce1c6-2,2,너 저번에도 골판 넓히는 운동한다 했지않어?,False,IMMORAL_NONE,0
617a12e7a1364b6ac30ce1c6,617a12e7a1364b6ac30ce1c6-3,1,"맞는데, 잘 안되서 포기했었거든",False,IMMORAL_NONE,0
617a12e7a1364b6ac30ce1c6,617a12e7a1364b6ac30ce1c6-4,2,너는 뭐든 끈기 있게 하는게 없냐?,True,CENSURE,1.0
617a12e7a1364b6ac30ce1c6,617a12e7a1364b6ac30ce1c6-5,1,이번에는 내가 한번 보여줄께,False,IMMORAL_NONE,0
615d33f378290791e95643b0,615d33f378290791e95643b0-1,1,탈레반은 어찌 여성에게만 저런 기준으로 보는걸까요,False,IMMORAL_NONE,0
615d33f378290791e95643b0,615d33f378290791e95643b0-2,2,저것도 조선시대처럼 탈레반의 존중해야 할 문화지,False,IMMORAL_NONE,0
615d33f378290791e95643b0,615d33f378290791e95643b0-3,3,저거 존중하고 싶으면 너도 탈레반 따르다가 총 맞고 죽어라,True,"CENSURE,VIOLENCE",3.0
