file_name,모욕,욕설,외설,폭력위협/범죄조장,성혐오,연령,인종/지역,장애,종교,정치성향,직업,1단계Y/N,2-1단계Y/N,2-2단계Y/N,문장,대상하이라이트,정치성향Y/N,혐오 클래스,특정 집단,그 외,인종/지역Y/N,성혐오Y/N,연령Y/N,장애Y/N,종교Y/N,직업Y/N
C132944.json,1,0,0,0,0,0,0,0,0,2,0,Y,N,Y,하도 거짓말로 국민을 속이고 사길쳐서 ...이젠 ''문가놈''' 정권에서 하는 말은 콩으로 메주를 쑨대도 믿을 수가 없다...또 언제 어떻게 딴소리 할지 몰라서....뒷통수 친게 한두번 이어야지..빨리 정권 바뀌기만 기다리고 있다,하도 거짓말로 국민을 속이고 사길쳐서 ...이젠 문가놈 정권에서 하는 말은 콩으로 메주를 쑨대도 믿을 수가 없다...또 언제 어떻게 딴소리 할지 몰라서....뒷통수 친게 한두번 이어야지..빨리 정권 바뀌기만 기다리고 있다,Y,Y,N,N,N,N,N,N,N,N
C143012.json,1,0,0,0,0,0,0,0,0,1,0,Y,Y,N,요즘 좌파 언론 커뮤니티에서 다들 합의한듯 #@이름# 내놓네 ㅋㅋㅋㅋㅋ,요즘 ''좌파 언론 커뮤니티'''에서 다들 합의한듯 #@이름# 내놓네 ㅋㅋㅋㅋㅋ,Y,Y,N,N,,,,,,
C135862.json,1,0,0,0,0,0,0,0,0,0,2,Y,Y,N,조선미디어의 늙은이들 쇄뇌 방법.TV조선에서 아침부터 트로트 가수들 불러다 틀어댄다 - 짬짬히 뉴스랍시고 듣보잡 교수들 데려다가 일베 방송한다 - 사리분별 안되는 늙은이들 쇄뇌된다- 좀비처럼 변해 #@이름# 사면하라 외친다.,''조선미디어'''의 늙은이들 쇄뇌 방법.''TV조선'''에서 아침부터 트로트 가수들 불러다 틀어댄다 - 짬짬히 뉴스랍시고 듣보잡 교수들 데려다가 일베 방송한다 - 사리분별 안되는 늙은이들 쇄뇌된다- 좀비처럼 변해 #@이름# 사면하라 외친다.,,Y,N,N,,,,,,Y
C006167.json,2,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,올림픽 변이를 학수고대 하는 코로나 ''살인마''' #@이름# ㅋ,올림픽 변이를 학수고대 하는 코로나 살인마 ''#@이름#''' ㅋ,,N,N,Y,,,,,,
C162136.json,1,0,0,0,0,0,0,0,0,1,0,Y,Y,Y,부적격자들이 본색을 드러내는군~ㅠ #@이름#이 #@이름#에게 욕설한 것도 사실이고 #@이름#이 #@이름# 찬양한 것도 사실인데 사실을 공개하는 것이 네거티브~? ''달통'''과 ''더불어범죄당''' 인간들의 말바꾸기와 변명은 당연지사라는 의미~? 아전인수격으로 여기면서 내로남불만 외치는 인간들이 대선 후보~? 범법자들의 선출직 출마 자체를 금지하는 법을 제정해라~ 범죄자를 국민들의 대표로 내세우는 나라가 나라냐~?,부적격자들이 본색을 드러내는군~ㅠ #@이름#이 #@이름#에게 욕설한 것도 사실이고 #@이름#이 #@이름# 찬양한 것도 사실인데 사실을 공개하는 것이 네거티브~? ''달통'''과 ''더불어범죄당 인간'''들의 말바꾸기와 변명은 당연지사라는 의미~? 아전인수격으로 여기면서 내로남불만 외치는 인간들이 대선 후보~? 범법자들의 선출직 출마 자체를 금지하는 법을 제정해라~ 범죄자를 국민들의 대표로 내세우는 나라가 나라냐~?,Y,Y,N,N,,,,,,
C047525.json,2,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,#@이름# 같이 ''사리사욕'''에 ''눈먼''' 자가 문정권에서 중요한 직책을 담당하고 있었다니 ''문정권'''의 ''수준'''을 알수 있는 ''기 막힌''' 일이다.,''#@이름#''' 같이 사리사욕에 눈먼 자가 ''문정권'''에서 중요한 직책을 담당하고 있었다니 ''문정권'''의 수준을 알수 있는 기 막힌 일이다.,,N,N,Y,,,,,,
C098633.json,1,1,0,0,0,0,1,0,0,0,0,Y,Y,Y,그 ''??'''''자식'''은 ''??'''같은 왜국으로 쫒아버려라!,그 ??자식은 ??같은 ''왜국'''으로 쫒아버려라!,,Y,N,N,Y,,,,,
C036189.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,자영업자 뒤통수 씨게 ''때린''' 민노총.,자영업자 뒤통수 씨게 때린 ''민노총'''.,,N,N,Y,,,,,,
C176333.json,2,0,0,0,0,0,0,1,0,2,0,Y,Y,Y,대한민국 전 법무부장관 클라스 애#@이름# ''정신병''' 좌파 ''광신도''' ''대깨''',''대한민국 전 법무부장관''' 클라스 애''#@이름#''' 정신병 ''좌파''' 광신도 ''대깨''',Y,Y,N,N,,,,Y,,
C187250.json,2,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,ㅋㅋㅋ 되돌린다고하면 #@이름# #@이름# 비리하던 시대처럼 해''처먹'''겠다는 건가...,ㅋㅋㅋ 되돌린다고하면 ''#@이름#''' ''#@이름#''' 비리하던 시대처럼 해처먹겠다는 건가...,,N,N,Y,,,,,,
C183675.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,이사람 민주당 맟나 창피하다 입에서 나오는 막말을 넘었다,이사람 민주당 맟나 창피하다 입에서 나오는 막말을 넘었다,,N,N,Y,,,,,,
C071990.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,국힘이 잘해서가 아니라 #@이름#가 ''한심해'''서 못봐주는거임,국힘이 잘해서가 아니라 ''#@이름#'''가 한심해서 못봐주는거임,,N,N,Y,,,,,,
C160000.json,1,0,0,0,0,0,0,0,0,1,0,Y,Y,N,국재적으로 조롱꺼리를 만드는 문정부의 양심은 무얼 급박하게 덮어야되기에 손으로 하늘을 가리듯 어설픈짓을하나,"국재적으로 조롱꺼리를 만드는 ''문정부'''의 양심은 무얼 급박하게 덮어야되기에 손으로 하늘을 가리듯 어설픈짓을하나
",Y,Y,N,N,,,,,,
C169623.json,2,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,#@이름#이는 #@이름# 업그레이드 버전 나라 ''망치'''는데 아우토반급이다,''#@이름#'''이는 ''#@이름#''' 업그레이드 버전 나라 망치는데 아우토반급이다,,N,N,Y,,,,,,
C040918.json,1,0,0,0,0,0,0,0,0,2,0,Y,Y,Y,이제 선별적 방역까지 하네. 정권 유지에 얼마나 자신이 없었으면... 짠하다 ''문떨거지'''들.,이제 선별적 방역까지 하네. 정권 유지에 얼마나 자신이 없었으면... 짠하다 ''문떨거지'''들.,Y,Y,N,N,,,,,,
C089180.json,1,1,0,0,0,1,0,0,0,0,0,Y,Y,Y,왜 저래 ''미친'''''영감탱이''' 민주당 입당하던지,왜 저래 미친''영감탱이''' 민주당 입당하던지,,Y,N,N,,,Y,,,
C037848.json,1,0,0,0,0,0,0,0,0,1,2,Y,Y,Y,유흥주점이 확산시켰나요? 마녀사냥으로 ''책임전가'''하기로 밖에 안보이네요 백신확보 ''실패''' 거리두기 정책 ''자화자찬''' 하다가 변이 바이러스 확산한걸 유흥주점 홀덤펍땜에확산한것처럼 뉴스기사쓴 ''기래기'''나 정부나 ....하루빨리 대선치뤄서 ''정권심판'''만이 답이네,유흥주점이 확산시켰나요? 마녀사냥으로 책임전가하기로 밖에 안보이네요 백신확보 실패 거리두기 정책 자화자찬 하다가 변이 바이러스 확산한걸 유흥주점 홀덤펍땜에확산한것처럼 뉴스기사쓴 ''기래기'''나 ''정부'''나 ....하루빨리 대선치뤄서 정권심판만이 답이네,Y,Y,Y,N,,,,,,Y
C070489.json,2,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,와 ''돌겠'''다 아무리 ''더러'''운인간이라도 포기한삶을살자는건지 이인간은 왜 대한민국에사는이유좀 물어보라,와 돌겠다 아무리 더러운인간이라도 포기한삶을살자는건지 이''인간'''은 왜 대한민국에사는이유좀 물어보라,,N,N,Y,,,,,,
C144055.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,"내가 다른건 다 이해하는데 페미니즘은 이해를 못하겠네 그냥 사회적으로 ''도태'''된 불쌍한 인생이면 혼자 ''ㅈㅎ''',''ㅈㅅ'''이나해라","내가 다른건 다 이해하는데 페미니즘은 이해를 못하겠네 그냥 사회적으로 도태된 불쌍한 인생이면 혼자 ㅈㅎ,ㅈㅅ이나해라",,N,Y,Y,,,,,,
C027578.json,1,0,0,0,0,0,1,0,0,0,0,Y,N,N,ㅡㅡ...흑인이?..인종차별?..흑인?..미국에 살더니..백인인줄 착각했나봄...,ㅡㅡ...흑인이?..인종차별?..흑인?..미국에 살더니..백인인줄 착각했나봄...,N,Y,N,N,Y,N,N,N,N,N
C190366.json,2,0,0,0,0,0,0,0,0,1,0,Y,Y,Y,"최저임금을 지역별, 업종별 차등한다고?  웃기네 .  어느 지역의 어느 업종이 최저임금기준 상위니? 그럼 하위는? 역시 #@이름# 후보는 극우 ''쓰레기'''야","최저임금을 지역별, 업종별 차등한다고?  웃기네 .  어느 지역의 어느 업종이 최저임금기준 상위니? 그럼 하위는? 역시 ''#@이름#''' 후보는 ''극우 '''쓰레기야",Y,Y,N,Y,,,,,,
C039154.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,코로나는 과학이다..''저머리'''야..,''코로나'''는 과학이다..저머리야..,,N,Y,N,,,,,,
C048453.json,1,0,0,0,0,0,0,0,0,2,0,Y,Y,Y,"
''문주당'''지지율이 높은 40대는 화이자??그래서 부지런히 ''문주당''' 찍어달라고?","
''문주당'''지지율이 높은 40대는 화이자??그래서 부지런히 ''문주당''' 찍어달라고?",Y,Y,N,N,,,,,,
C178054.json,2,0,0,0,0,0,0,0,0,2,0,Y,Y,Y,에휴 태극기할배들 때문에 내년에 민주당 대선 이길수도 있겠네.... 그렇게 #@이름# 싫어하고 #@이름# 좋아하는 분들이#@이름#은 ''베신자''' 탄핵 수사한 #@이름#은 영웅????''대깨문'''이랑 태극기부대 동급임이 틀림없네또 내말에 논리적으로 반박은 못하고 눈물의 비공이나 하겠지 ㅋㅋㅋㅋ,에휴 ''태극기할배'''들 때문에 내년에 민주당 대선 이길수도 있겠네.... 그렇게 #@이름# 싫어하고 #@이름# 좋아하는 분들이#@이름#은 베신자 탄핵 수사한 #@이름#은 영웅????''대깨문'''이랑 ''태극기부대''' 동급임이 틀림없네또 내말에 논리적으로 반박은 못하고 눈물의 비공이나 하겠지 ㅋㅋㅋㅋ,Y,Y,N,N,,,,,,
C096691.json,1,0,0,0,0,0,2,0,0,0,0,Y,Y,Y,''쪽바리'''들이 지네들이 선진국 인줄 아나 보네 착칵하지 말고 살거라 인간들이 기본이 되는 생각을 가지고 좀뉘우치고 살거라,''쪽바리'''들이 지네들이 선진국 인줄 아나 보네 착칵하지 말고 살거라 인간들이 기본이 되는 생각을 가지고 좀뉘우치고 살거라,,Y,N,N,Y,,,,,
C077982.json,1,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,''조옷국'''이 아니라 #@이름#을위해 차라리 목이라도걸면 인생 구질구질하지나않을텐데 ㅉㅉㅉ,''조옷국'''이 아니라 #@이름#을위해 차라리 목이라도걸면 인생 구질구질하지나않을텐데 ㅉㅉㅉ,,N,N,Y,,,,,,
C062655.json,2,1,0,0,0,0,0,0,0,0,2,Y,Y,Y,조선일보 #@이름#은 기사에 이름이 없네? #@이름#이도 없고... 혹시 동아일보 ''기레기'''는 관련없냐? 추잡한 일엔 꼭 연관이 있을것 같은 느낌은 나만이 아니겠지? ㅋ,조선일보 ''#@이름#'''은 기사에 이름이 없네? #@이름#이도 없고... 혹시 동아일보 ''기레기'''는 관련없냐? 추잡한 일엔 꼭 연관이 있을것 같은 느낌은 나만이 아니겠지? ㅋ,,Y,N,Y,,,,,,Y
C160229.json,1,0,0,0,0,0,0,0,1,1,0,Y,Y,Y,길들이기 부리기 위해 내돈도 아닌데 아끼 필요있나? 이들 ''사이비''' 진보 ''패거리'''들의 즐거운 세상.,길들이기 부리기 위해 내돈도 아닌데 아끼 필요있나? 이들 사이비 ''진보''' 패거리들의 즐거운 세상.,Y,Y,N,N,,,,,Y,
C114988.json,1,0,0,0,0,0,0,0,0,0,2,Y,Y,Y,선수들모두 최선을다했는데 기사제목이 굴욕적이라니 ㅡㅡ ''기레기''' ''기레기''' 소리듣는이유가있네,선수들모두 최선을다했는데 기사제목이 굴욕적이라니 ㅡㅡ ''기레기''' ''기레기''' 소리듣는이유가있네,,Y,N,N,,,,,,Y
C153900.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,부정청탁금집법  시행전 일이라고  ''우기겠네'''도리도리 질 하면서...암튼 신비 스런 집안이야..''까면 깔수록''' 새로운 뉴스 꺼리가 끊이질 않네..#@이름#의 과거가 더 궁금 해지네  #@이름#는 뭐라고 할까 궁금해진다,부정청탁금집법  시행전 일이라고  우기겠네 도리도리 질 하면서...암튼 신비 스런 집안이야..까면 깔수록 새로운 뉴스 꺼리가 끊이질 않네..''#@이름#'''의 과거가 더 궁금 해지네  ''#@이름#'''는 뭐라고 할까 궁금해진다,,N,N,Y,,,,,,
C011720.json,1,0,0,0,0,0,0,1,0,0,0,Y,Y,Y,해설가 눈이''사시'''인듯하노 저정도면 눈큰거아니노?,''해설가''' 눈이사시인듯하노 저정도면 눈큰거아니노?,,Y,N,N,,,,Y,,
C170104.json,2,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,''살인마'''들 가만두면 니들은 ''살인마'''와 공범이다 이 ''?? '''''자식'''들아,''살인마'''들 가만두면 니들은 살인마와 공범이다 이 ?? 자식들아,,N,Y,N,,,,,,
C087074.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,100퍼센트는 아니지만 #@이름#씨보다는 #@이름#씨가 ''거짓말''' 하고 있는 것 같은데..,100퍼센트는 아니지만 #@이름#씨보다는 ''#@이름#'''씨가 거짓말 하고 있는 것 같은데..,,N,N,Y,,,,,,
C029938.json,2,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,''삶은''' #@이름#리 닮았군,삶은 ''#@이름#'''리 닮았군,,N,N,Y,,,,,,
C086917.json,1,0,0,0,0,0,0,0,0,1,0,Y,Y,Y,"#@이름# 내려오고 비대위체제로 가야한다저게 무슨 당대표냐 ''야권분열'''하는 당대표 필요없다
","''#@이름#''' 내려오고 비대위체제로 가야한다저게 무슨 당대표냐 야권분열하는 ''당대표''' 필요없다
",Y,Y,N,N,,,,,,
C145440.json,2,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,말귀를 안들어''쳐먹'''는 민노총이랑 서울시장을탓해 총리나 질병청장까지나와서 하지말라고 했는데 시장이란 사람은 모습1도안보이네,말귀를 안들어쳐먹는 ''민노총'''이랑 ''서울시장'''을탓해 총리나 질병청장까지나와서 하지말라고 했는데 ''시장'''이란 사람은 모습1도안보이네,,N,N,Y,,,,,,
C119107.json,0,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,''양아'''치네~~ 지네 나라 돈벌게 해주는데 돈 내놓으라고 협박하네,양아치네~~ 지네 나라 돈벌게 해주는데 돈 내놓으라고 협박하네,,N,N,Y,,,,,,
C095937.json,2,0,0,0,0,0,2,0,0,0,0,Y,Y,Y,''원숭이'''들이 ''광견병'''''걸렸'''나보네,''원숭이'''들이 광견병걸렸나보네,,Y,N,N,Y,,,,,
C185370.json,2,2,0,0,0,0,0,0,0,2,0,Y,Y,Y,최고의 방역은 #@이름# 재수 없는 ''주둥이''' 꿰메버리는게 최선의 방역이다. ''아가리'''만 털면 확진자가 폭증한다.,최고의 방역은 ''#@이름#''' 재수 없는 주둥이 꿰메버리는게 최선의 방역이다. 아가리만 털면 확진자가 폭증한다.,Y,Y,N,N,,,,,,
C150798.json,2,0,0,0,0,0,1,0,0,0,0,Y,Y,Y,"척추도 못세우는 아기를 띠를 하다니, 담배는 둘째고, 저 여자는 육아의 기본도 모르는 ''저질'''인간이다.담배는 처음이라고 믿어둔다쳐도 저짓을 할정도면 그전에 아동학대는 반드시 있었고, 그것이 잘못인지 전혀 모르는 인간이다. 중국교포는 절대 쓰지말라고 했다. 가사도우미든, 육아도우미","척추도 못세우는 아기를 띠를 하다니, 담배는 둘째고, 저 ''여자'''는 육아의 기본도 모르는 저질인간이다.담배는 처음이라고 믿어둔다쳐도 저짓을 할정도면 그전에 아동학대는 반드시 있었고, 그것이 잘못인지 전혀 모르는 인간이다. ''중국교포'''는 절대 쓰지말라고 했다. 가사도우미든, 육아도우미",,Y,N,Y,Y,,,,,
C192945.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,''꼴뵈기 싫은''' 인간. ''극비호감''',꼴뵈기 싫은 인간. 극비호감,,N,N,Y,,,,,,
C001393.json,1,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,바이러스도 생명체라 숙주를 죽이면 살아남을 수 없으므로 사망율은 낮아지는게 과학적인 팩트이나 우리나라 언론은 또 ''거짓선동'''하고 있다,바이러스도 생명체라 숙주를 죽이면 살아남을 수 없으므로 사망율은 낮아지는게 과학적인 팩트이나 우리나라 ''언론'''은 또 거짓선동하고 있다,,N,Y,N,,,,,,
C169014.json,1,0,0,0,0,0,0,0,0,2,0,Y,Y,Y,#@이름#정권 과 좌파민주당의 잔인한 정치보복은 나라망친 문정권에 ''부역자'''들모두 배로 보보글 해야할것이다,''#@이름#정권''' 과 ''좌파민주당'''의 잔인한 정치보복은 나라망친 ''문정권'''에 ''부역자'''들모두 배로 보보글 해야할것이다,Y,Y,N,N,,,,,,
C130707.json,0,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,250만원 현금지급 했다는데 랜트카는 카드결재고 선불이다. 천하가 다 아는 사실이다. 지금세상에 현금 쓰는 ''놈'''들은 다 뒤가 구린 ''놈'''들이다. 뇌물이란거다.,250만원 현금지급 했다는데 랜트카는 카드결재고 선불이다. 천하가 다 아는 사실이다. 지금세상에 ''현금 쓰는 놈'''들은 다 뒤가 구린 놈들이다. 뇌물이란거다.,,N,Y,N,,,,,,
C078984.json,2,0,0,0,0,0,0,0,0,2,0,Y,Y,Y,#@이름#아 쨉만 날리지 말고 ''미세스 추'''하고 큰거 하나 부탁한다. #@이름#가 너 안짜르는 이유 너도 잘알잖아. 큰거로 하나 가자.,''#@이름#'''아 쨉만 날리지 말고 ''미세스 추'''하고 큰거 하나 부탁한다. ''#@이름#'''가 너 안짜르는 이유 너도 잘알잖아. 큰거로 하나 가자.,Y,Y,N,Y,,,,,,
C165106.json,1,0,0,0,1,1,0,0,0,0,0,Y,N,N,참!!!!  단순한 아줌마지   전업주부인사람도  당신보단  낫겠다,참!!!!  단순한 아줌마지   전업주부인사람도  당신보단  낫겠다,N,Y,N,N,N,Y,Y,N,N,N
C088182.json,1,0,0,0,0,0,0,0,0,2,0,Y,Y,Y,#@이름#이 토론 하기 삻다고 패싱한건 팩트잖아요? 비판도 할 줄 알아야 올바른 지지자 아닙니까? ''대깨문'''이랑 뭐가 다르죠?,''#@이름#'''이 토론 하기 삻다고 패싱한건 팩트잖아요? 비판도 할 줄 알아야 올바른 지지자 아닙니까? ''대깨문'''이랑 뭐가 다르죠?,Y,Y,N,N,,,,,,
C158952.json,1,0,0,0,0,0,0,0,0,1,0,Y,Y,Y,야이 ''무능한''' 정부 사람들아 너내들이눈과귀를 막는거냐 아님 뭐냐 알고도 그렇는건지 모르고 그렇는건지 진짜 답답들하네 공항부터 철저히 막고 시작해애 되는데 그리고 너내들이 자랑하는 방역도 어차피 실패작 아니냐?진짜 어휴~~~,야이 무능한 ''정부''' 사람들아 너내들이눈과귀를 막는거냐 아님 뭐냐 알고도 그렇는건지 모르고 그렇는건지 진짜 답답들하네 공항부터 철저히 막고 시작해애 되는데 그리고 너내들이 자랑하는 방역도 어차피 실패작 아니냐?진짜 어휴~~~,Y,Y,N,N,,,,,,
C127922.json,2,0,0,0,0,0,0,0,0,0,0,Y,Y,Y,''반깡패'''들 노동자들 ''선동해'''서 기업상대로 ''돈뜯'''는일,''반깡패'''들 노동자들 선동해서 기업상대로 돈뜯는일,,N,Y,N,,,,,,
C105974.json,0,1,0,0,0,0,0,0,0,0,0,Y,Y,Y,쌩쑈하고 ''자빠'''졌네 국민을 호구로 아나? 절반을 어디로 빼돌린거냐? 주사파장관은 알고있을려나?,쌩쑈하고 자빠졌네 국민을 호구로 아나? 절반을 어디로 빼돌린거냐? 주사파장관은 알고있을려나?,,N,N,Y,,,,,,
